Kingdom	Phylum	Class	Order	Family	Genus	Id
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_3266
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_2569
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Erysiphales	 f__Erysiphaceae	 g__Golovinomyces	OTU_2685
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_2418
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3181
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Cryptococcus g2	OTU_4552
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Cephalothecaceae	 g__Cephalotheca	OTU_2109
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Rhizopogonaceae	 g__Rhizopogon	OTU_3789
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_4313
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3884
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1876
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Chaetosphaeriales	 f__Chaetosphaeriaceae	 g__Kylindria	OTU_1950
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Halosphaeriaceae	 g__Lignincola	OTU_4368
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreomycetidae_Incertae sedis	 f__Plectosphaerellaceae	 g__Gibellulopsis / Verticillium	OTU_5018
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3019
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_4018
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Trichosporon	OTU_1814
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_4500
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3418
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Paraglomerales	 f__Paraglomeraceae	 g__Paraglomus	OTU_4965
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_3079
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_2621
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Spathaspora	OTU_2783
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Petrakia	OTU_1849
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Teloschistaceae	 g__Caloplaca	OTU_2652
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_1411
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_5422
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_1968
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2288
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3103
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Pseudallescheria	OTU_4333
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Sporormiaceae	 g__Preussia	OTU_3049
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_5237
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Lasiosphaeriaceae	 g__Podospora	OTU_3857
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Sporobolomyces	OTU_2151
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1922
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_5361
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_3129
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_4321
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_3014
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Peniophoraceae	 g__Peniophora	OTU_4371
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Bionectriaceae	 g__Bionectria	OTU_5271
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Verrucariales	 f__Verrucariaceae	 g__Sporodictyon	OTU_3257
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Coniochaetales	 f__Coniochaetaceae	 g__Lecythophora	OTU_5619
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Gymnopilus	OTU_3925
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Entylomatales	 f__Entylomataceae	 g__Entyloma	OTU_3137
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Chaetosphaeriales	 f__Chaetosphaeriaceae	 g__Chaetosphaeria	OTU_1503
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Vibrisseaceae	 g__Phialocephala	OTU_1711
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_1223
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Onygenaceae	 g__Chrysosporium	OTU_2865
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Geastrales	 f__Geastraceae	 g__Geastrum / Trichaster	OTU_2597
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Russula	OTU_3331
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Ophiostomatales	 f__Ophiostomataceae	 g__Ophiostoma	OTU_1493
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Leucoagaricus	OTU_2132
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Valsaceae	 g__Valsa	OTU_3267
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_1646
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1942
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_5376
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Bankeraceae	 g__Sarcodon	OTU_4405
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Sporopachydermia	OTU_3755
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Russula	OTU_5649
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_1718
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Cystofilobasidiales	 f__Cystofilobasidiaceae	 g__Mrakia	OTU_2710
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium / Gibberella	OTU_4561
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_1457
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_4278
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Pseudeurotiaceae	 g__Pseudeurotium	OTU_2975
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Fusarium	OTU_3807
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Gymnopus	OTU_3287
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1148
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Ustilago	OTU_2353
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_3793
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_4005
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Uropyxidaceae	 g__Dasyspora	OTU_4604
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_4628
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_3157
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Coniochaetales	 f__Coniochaetaceae	 g__Lecythophora	OTU_1420
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Bionectriaceae	 g__Bionectria	OTU_1347
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Phaeocollybia	OTU_2818
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Trechisporales	 f__Hydnodontaceae	 g__Trechispora	OTU_3279
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Xylariaceae	 g__Xylaria	OTU_4595
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycotina_Incertae sedis	 o__Malasseziales	 f__Malasseziales_Incertae sedis	 g__Malassezia	OTU_5021
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Ajellomycetaceae	 g__Spiromastix	OTU_3291
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_2525
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1535
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_4253
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Aspergillus / Eurotium	OTU_2195
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_722
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Bullera	OTU_5400
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Debaryomyces	OTU_1208
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_1811
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_3846
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariomycetidae_Incertae sedis	 f__Apiosporaceae	 g__Arthrinium	OTU_2025
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Teloschistaceae	 g__Caloplaca	OTU_3487
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporales_Incertae sedis	 g__Mycocentrospora	OTU_3785
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_4938
 k__Fungi	 p__Basidiomycota	 c__Wallemiomycetes	 o__Wallemiales	 f__Wallemiaceae	 g__Wallemia	OTU_2797
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_3529
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Cryptococcus g2	OTU_4691
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_2593
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_1123
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2614
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_1663
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1548
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Psathyrella	OTU_3120
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Myxotrichaceae	 g__Oidiodendron	OTU_1827
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Xylariaceae	 g__Hypoxylon	OTU_2429
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3040
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_1360
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_4393
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Coniochaetales	 f__Coniochaetaceae	 g__Lecythophora	OTU_3269
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_5239
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Chaetothyriales	 f__Herpotrichiellaceae	 g__Cladophialophora	OTU_1931
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Dothideomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Monodictys	OTU_3018
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_1441
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Inocybaceae	 g__Inocybe	OTU_2348
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Petriella	OTU_4387
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_2749
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Xylariaceae	 g__Nemania	OTU_2914
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreaceae	 g__Trichoderma	OTU_4217
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Hyphomucor	OTU_4384
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3546
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_5487
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Fomitopsidaceae	 g__Daedalea	OTU_3532
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_5080
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Orbilia	OTU_5503
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2220
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Geotrichum	OTU_3069
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Kochiomyces	OTU_2731
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_4002
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Ceratobasidiaceae	 g__Ceratobasidium	OTU_3263
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_5005
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Rhizopogonaceae	 g__Rhizopogon	OTU_5387
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Pirella	OTU_5196
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_5488
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_2938
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Rhizopus	OTU_3344
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Leptosphaeriaceae	 g__Leptosphaeria	OTU_2586
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Tricholoma	OTU_3865
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Strophariaceae	 g__Psilocybe	OTU_1641
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Syncephalastraceae	 g__Circinella	OTU_3056
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_1989
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2274
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreomycetidae_Incertae sedis	 f__Plectosphaerellaceae	 g__Gibellulopsis / Verticillium	OTU_4703
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreomycetidae_Incertae sedis	 f__Plectosphaerellaceae	 g__Verticillium	OTU_2085
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Mucoraceae	 g__Mucor	OTU_2827
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Bullera	OTU_4113
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_2547
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Meruliaceae	 g__Resinicium	OTU_1568
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2222
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_3299
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Thelephoraceae	 g__Thelephora	OTU_1832
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniastraceae	 g__Pucciniastrum	OTU_3446
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_2656
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2784
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Ophiocordycipitaceae	 g__Ophiocordyceps	OTU_728
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Candida	OTU_3050
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_3231
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Sordariales	 f__Chaetomiaceae	 g__Chaetomium	OTU_1489
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Leptosphaeriaceae	 g__Coniothyrium	OTU_3008
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Sterigmatomyces	OTU_3931
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_5489
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiaceae	 g__Tricladium	OTU_1701
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_2958
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Gomphales	 f__Gomphaceae	 g__Ramaria	OTU_1161
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_5483
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Cylindrocarpon	OTU_1717
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_5060
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1455
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Corticiales	 f__Vuilleminiaceae	 g__Vuilleminia	OTU_3301
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2155
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Phaeosphaeriaceae	 g__Phaeosphaeria	OTU_1452
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Capnodiales_Incertae sedis	 g__Elasticomyces	OTU_1418
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Xylariaceae	 g__Nemania	OTU_4484
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Megacollybia	OTU_3583
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Graphium	OTU_4316
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Bionectriaceae	 g__Clonostachys	OTU_5092
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Xylariaceae	 g__Hypoxylon	OTU_1840
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Nectria	OTU_3270
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_3891
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Drechslerella	OTU_1733
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Dipodascaceae	 g__Galactomyces	OTU_3722
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Cryptococcus g1	OTU_2156
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_2511
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_2794
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pezizaceae	 g__Peziza	OTU_5657
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Falcocladium	OTU_3416
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella	OTU_5554
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Lecanorales	 f__Cladoniaceae	 g__Cladonia	OTU_3672
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_1731
